  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 16.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 13.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 11.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 20.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 12.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 12.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 14.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 13.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 12.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 14.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 13.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 13.000000 
  array size  ( = 1024) *  size of each item(= 64) = 65536,   average = 13.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 25.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 36.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 15.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 14.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 12.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 12.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 16.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 14.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 13.000000 
  array size  ( = 2048) *  size of each item(= 64) = 131072,   average = 12.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 58.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 29.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 22.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 22.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 20.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 21.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 18.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 21.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 17.000000 
  array size  ( = 4096) *  size of each item(= 64) = 262144,   average = 23.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 96.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 76.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 72.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 79.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 77.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 86.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 75.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 74.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 79.000000 
  array size  ( = 8192) *  size of each item(= 64) = 524288,   average = 73.000000 
