  array size  ( = 512) *  size of each item(= 64) = 32768,   average = 16.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 107.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 119.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 122.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 108.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 132.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 115.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 117.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 108.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 108.000000 
  array size  ( = 16384) *  size of each item(= 64) = 1048576,   average = 107.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 123.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 118.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 115.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 122.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 116.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 119.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 122.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 119.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 117.000000 
  array size  ( = 32768) *  size of each item(= 64) = 2097152,   average = 114.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 122.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 122.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 122.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 123.000000 
  array size  ( = 65536) *  size of each item(= 64) = 4194304,   average = 121.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 121.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 123.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 131072) *  size of each item(= 64) = 8388608,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 123.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 123.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 122.000000 
  array size  ( = 262144) *  size of each item(= 64) = 16777216,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 122.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 132.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 122.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 524288) *  size of each item(= 64) = 33554432,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 122.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 127.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 122.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 123.000000 
  array size  ( = 1048576) *  size of each item(= 64) = 67108864,   average = 127.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 125.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 125.000000 
  array size  ( = 2097152) *  size of each item(= 64) = 134217728,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 124.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 124.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 124.000000 
  array size  ( = 4194304) *  size of each item(= 64) = 268435456,   average = 123.000000 
  array size  ( = 8388608) *  size of each item(= 64) = 536870912,   average = 123.000000 
  array size  ( = 8388608) *  size of
